id,legislative_session:number,start_date,item:title,item:number,motion:title,
2001,2,2010-12-16,ZO schválilo,1,Zastupitelstvo obce Rochlov určuje ověřovateli zápisu p. Václava Hrácha a p.Zdeňka Česánka a zapisovatelem slečnu Elišku Rothmaierovou.,
2002,2,2010-12-16,ZO schválilo,2,Zastupitelstvo obce Rochlov ruší bod programu zpráva o činnosti výborů,
2003,2,2010-12-16,ZO schválilo,3,Zastupitelstvo obce Rochlov schvaluje program ustavujícího zasedání,
2004,2,2010-12-16,ZO schválilo,4,Zastupitelstvo obce Rochlov volí členy finančního výboru pana Josefa Moulise apana Iva Modrého.,
2005,2,2010-12-16,ZO schválilo,5,Zastupitelstvo obce Rochlov volí členy kontrolního výboru p. Miloslava Zavadila aslečnu Petru Síbalovou.,
2006,2,2010-12-16,ZO schválilo,6,Zastupitelstvo obce Rochlov volí členy výboru pořádku a ekologie p. MiroslavaKotzauera a p. Františka Šindeláře.,
2007,2,2010-12-16,ZO schválilo,7,Zastupitelstvo obce Rochlov schvaluje rozpočtové opatření č. 4 {příloha č.2).,
2008,2,2010-12-16,ZO schválilo,8,Zastupitelstvo obce Rochlov pověřuje starostu obce Jiřího Pateru úpravou rozpočtuza rok 2010 dle skutečnosti do 31.12.2010.,
2009,2,2010-12-16,ZO schválilo,9,Zastupitelstvo obce Rochlov schvaluje pravidla rozpočtového provizoria (dle přílohyč.3) na rok 201 Ido doby schválení rozpočtu na rok 2011.,
2010,2,2010-12-16,ZO schválilo,10,Zastupitelstvo obce Rochlov schvaluje Jednací řád dle přílohy č.4.,
2011,2,2010-12-16,ZO schválilo,11,Zastupitelstvo obce Rochlov schvaluje smlouvu o výkonu přenesené působnosti naúseku přestupků (příloha č.5).,
2012,2,2010-12-16,ZO schválilo,12,"Zastupitelstvo obce Rochlov pověřuje místostarostu obce p. Václava Hrácha kvyřizování záležitostí týkající se pronájmu nemovitostí, prodeje nemovitostí, koupěnemovitostí, darování nemovitostí a příjímání darů jakož i uzavírání smluv apodávání vkladu nemovitostí u Katastrálního úřadu a podobně",
2013,2,2010-12-16,ZO schválilo,13,"Zastupitelstvo obce Rochlov zrušuje usnesení č.30/9 ze dne 4.6.2009 — telefonníbonus v hodnotě 500,-Kčpro místostarostu.",
2014,2,2010-12-16,ZO schválilo,14,Zastupitelstvo obce Rochlov vydává obecně závaznou vyhlášku obce Rochlovč. 2/2010 o místním poplatku ze psů (příloha č. 6).,
2015,2,2010-12-16,ZO schválilo,15,"Zastupitelstvo obce Rochlov vydává obecně závaznou vyhlášku obce Rochlovč. 3/2010 o místním poplatku za provoz systému shromažďování, sběru, přepravy,třídění, využívání a odstraňování komunálních odpadů (příloha č. 7) včetně směrnicsystému svozu komunálních odpadů obce Rochlov č.1/10 (příloha č.8).",
2016,2,2010-12-16,ZO schválilo,16,"Zastupitelstvo obce Roch/ov volí inventarizační komisi ve složení p. LuděkFormánek — předseda, slečna Eliška Rothmaierová — člen, p. Václav Hrách — člen.",
3001,3,2011-01-26,ZO schválilo,1,Zastupitelstvo obce Rochlov určuje ověřovatele zápisu p. Luděk Formánka a p.Zdeňka Česánka a zapisovatelem slečnu Elišku Rothmaierovou,
3002,3,2011-01-26,ZO schválilo,2,Zastupitelstvo obce Rochlov schvaluje program ustavujícího zasedání,
3003,3,2011-01-26,ZO schválilo,3,"Zastupitelstvo obce Rochlov upravuje položky návrhu rozpočtu na rok 2011a to:ůotace na školství 52.000, -Kčdotace na výkon státní správy 60.100,-JřčDále ruší tyto položky:dotace od ÚP na VPP 150.000,-Jřčdotace na les 10.000, -Kčdotace na úhradu rekonstrukce OÚ 100.000,-Jřč",
3004,3,2011-01-26,ZO schválilo,4,Zastupitelstvo obce Rochlov schvaluje rozpočet obce Rochlov na rok 2011 dlenávrhu rozpočtu (příloha č.2) a výše uvedených změn.,
3005,3,2011-01-26,ZO schválilo,7,"Zastupitelstvo obce Rochlov schvaluje smlouvu o výpůjčce mezi obcí Rochlov a MŠRochlov,příspěvková organizace Plzeň-sever (přílohy č.4",
3006,3,2011-01-26,ZO schválilo,8,"Zastupitelstvo obce Rochlov schvaluje platový výměr pro ředitelku MŠRochlov,příspěvková organizace Plzeň-sever (přílohy č. 5)",
3007,3,2011-01-26,ZO schválilo,9,"Zastupitelstvo obce Rochlov schvaluje úhradu neinvestičních výdajů ve výši148.118,42 Kč.",
3008,3,2011-01-26,ZO schválilo,11,Zastupitelstvo obce Rochlov zrušuje usnesení č.22/10 ze dne 16.12.2010,
3009,3,2011-01-26,ZO schválilo,12,Zastupitelstvo obce Rochlov schvaluje smlouvu o výkonu přenesené působnosti naúseku přestupků (příloha č. 6).,
3010,3,2011-01-26,ZO schválilo,13,Zastupitelstvo obce Rochlov neschvaluje umístění kioskové trafostanice na pozemkuč. 735/1 v k.ú. Rochlov.,
4001,4,2011-04-06,ZO schválilo,1,Zastupitelstvo obce Rochlov schvaluje pronájem nebytových prostory v části přízemíbudovy OÚ Rochlov č.p.31 a pověřuje starostu uzavřením nájemní smlouvyv souladu se zveřejněným záměrem,
4002,4,2011-04-06,ZO schválilo,2,"Zastupitelstvo obce Rochlov schvaluje pravidla prodeje dřeva, (příloha",
4003,4,2011-04-06,ZO neschválilo,2,"Zastupitelstvo obce Rochlov nesouhlasí s umístěním stavby na parcele 399/2, kteráje v rozporu s územním plánem obce Rochlov.",
5001,5,2011-04-19,ZO schválilo,1,Zastupitelstvo obce Rochlov určuje ověřovatele zápisu p. Václava Hrácha a p.Luďka Formánka a zapisovatelem slečnu Elišku Rothmaierovou.,
5002,5,2011-04-19,ZO schválilo,2,Zastupitelstvo obce Rochlov schvaluje následující program ustavujícího zasedání,
5003,5,2011-04-19,ZO schválilo,3,"Zastupitelstvo obce Rochlov souhlasí s dotováním změny jízdního řádu ve výši 50%Ztráty tj. 31 843,-Jřč",
5004,5,2011-04-19,ZO schválilo,4,Zastupitelstvo obce Rochlov schvaluje záměr odprodat pozemeky č. 1/,
5005,5,2011-04-19,ZO schválilo,5,Zastupitelstvo obce Rochlov schvaluje záměr pronajmout pozemek č. pk 679/12 zaúčelem pastvy pro koně,
5006,5,2011-04-19,ZO neschválilo,6,"Zastupitelstvo obce Rochlov schvaluje záměr odprodeje pozemků č. 692/1, 692/2,679/12.",
5007,5,2011-04-19,ZO neschválilo,7,Zastupitelstvo obce Rochlov schvaluje záměr pronajmout lesní pozemek č. pk 63 zaúčelem pastvy pro koně.,
6001,6,2011-06-02,ZO schválilo,1,Zastupitelstvo obce Rochlov schvaluje závěrečný účet obce Rochlov za rok,
6002,6,2011-06-02,ZO schválilo,2,Zastupitelstvo obce Rochlov schvaluje rozpočtové opatření č.2.,
6003,6,2011-06-02,ZO schválilo,3,Zastupitelstvo obce Rochlov schvaluje bezplatné převzetí osvětlení na pozemku p.č.399/3 v k.ú. Rochlov do své správy a dále jej bude provozovat za předpokladuosazení úsporných svítidel s LED technologií.,
6004,6,2011-06-02,ZO schválilo,4,Zastupitelstvo obce Rochlov provede místní šetření ohledně žádosti o rozšířenízahrady na pozemku 645/4.,
6005,6,2011-06-02,ZO schválilo,5,Zastupitelstvo obce Rochlov - schvaluje záměr pronajmout část pozemek p.č. 743/1o výměře cca 45m2.,
6006,6,2011-06-02,ZO schválilo,6,Zastupitelstvo obce Rochlov schvaluje žádost pana Říkánka o prodeji pozemků p.č.1/3 a 1/4 v kú Rochlov za cenu 35 Kč/m,
6007,6,2011-06-02,ZO schválilo,7,"Zastupitelstvo obce Rochlov schvaluje žádost pana Berchánka Petra o pronájmupozemku č. 679/12 v k.ú. Rochlov za cenu 3, -Kč/m a pověřuje starostu vypracovánímnájemní smlouvy",
