id,legislative_session:number,start_date,item:title,item:number,motion:title,
14005,14,2012-01-26,návrh vnitřní směrnice o inventarizaci majetku obce Vlkanov,3,Zastupitelstvo obce schvaluje odložit projednání vnitřní směrnice o inventarizaci majetku obce Vlkanov na příští zasedání z důvodu nedodání podkladů.,
14006,14,2012-01-26,projednání výsledků inventarizace majetku obce Vlkanov k 31.12.2011,4,"Zastupitelstvo obce bere na vědomí zápis z inventarizace majetku obce Vlkanov provedené ke dni 31.12.2011 a zároveň schvaluje vyřazení majetku dle návrhu, který tvoří součást inventarizačního zápisu. O provedeném vyřazení navrženého majetku bude následně vystaven likvidační protokol.",
14007,14,2012-01-26,návrh rozpočtového opatření č. 1/2012,5,"Obecní zastupitelstvo schvaluje předložené rozpočtové opatření č. 1 a zároveň zastupitelstvo obce pověřuje místostarostku obce p. Jacákovou zajištěním a nákupem stanu pro kulturní potřeby obce do výše Kč 30000,-.",
14008,14,2012-01-26,výběrové řízení na obsazení bytu č. 1 v budově obecního úřadu čp. 24,6,Obecní zastupitelstvo schvaluje tajné hlasování ve věci výběrového řízení na obsazení obecního bytu č. 1.,
14009,14,2012-01-26,výběrové řízení na obsazení bytu č. 1 v budově obecního úřadu čp. 24,6,"Obecní zastupitelstvo schvaluje přidělení obecního bytu panu Martinu Mayerovi, který obdržel v tajném hlasování nejvyššípočet hlasů.",
14010,14,2012-01-26,výběrové řízení na obsazení bytu č. 1 v budově obecního úřadu čp. 24,6,Obecní zastupitelstvo schvaluje návrh nájemní smlouvy na byt č. 1 na dobu určitou jednoho roku. Podmínkou uzavření smlouvy bude složení kauce ve výši dvou měsíčních nájmů. Zároveň zastupitelstvo obce pověřuje starostu obce uzavřením nájemní smlouvy s vybraným uchazečem o byt za výše uvedených podmínek.,
14011,14,2012-01-26,"projednání návrhu nájemní smlouvy na rybník na parc.č.3 v k.ú. Vlkanov - žadatel p. David Karban, bytem Poběžovice",7,"Obecní zastupitelstvo schvaluje předloženou nájemní smlouvu na pronájem rybníka na parcele č. 3 v k.ú. Vlkanov - žadatel p. David Karban, bytem Poběžovice.",
15001,15,2012-03-03,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Josefa Sokola a pana Zdeňka Doktora.,
15002,15,2012-03-03,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 16. zasedání zastupitelstva obce Vlkanov včetně doplněných bodů a rovněž souhlasí s přesuny v pořadí projednávání jednotlivých bodů programů.,
15003,15,2012-03-03,žádost o stažení žádosti o pronájem rybníka č. parc. 3 v k.ú. Vlkanov,1,Zastupitelstvo obce schvaluje žádost p. Karbana Davida o stažení žádosti na pronájem rybníka v obci Vlkanov č. parc. 3 a zároveň tímto schvaluje zrušení usnesení č. 12/3 z 28.11.2011.,
15004,15,2012-03-03,žádost o pronájem rybníka v obci Vlkanov č. parc. 3,2,"Obecní zastupitelstvo ukládá starostovi obce písemně sepsat podmínky obce Vlkanov, které se týkají pronájmu rybníka č. parc. 3 a zaslat je co nejdříve spolu s návrhem nájemní smlouvy na adresu Českého rybářského svazu Poběžovice.",
15005,15,2012-03-03,projednání možností řešení kanalizace v obci,3,"Zastupitelstvo obce schvaluje co nejdříve uspořádat další zasedání zastupitelstva obce, sezvat občany, seznámit je se situací ohledně vypouštění odpadních vod, dále pozvat zástupce PRAVESu Domažlice, aby problém s vypouštěním odpadních vod občanům vysvětlil z právního a technického hlediska a porovnal finanční náklady na centrální ČOV s náklady na jednotlivé ČOV u nemovitostí.",
15006,15,2012-03-03,projednání výměny vodoměrů v obci se započetím prací v měsíci březnu 2012,4,Zastupitelstvo obce schvaluje výměnu vodoměrů u jednotlivých odběratelů . Dále zastupitelstvo schvaluje osazení 2ks hlavních vodoměrů firmou Praves Domažlice. Výměnu vodoměrů u ostatních odběrných míst zajistí na vlastní náklady obec.,
15007,15,2012-03-03,návrhy smlouvy na odběr vody s jednotlivými odběrateli,5,Obecní zastupitelstvo schvaluje návrh smlouvy s jednotlivými odběrateli na odběr pitné vody.,
15008,15,2012-03-03,projednání výše vodného pro rok 2012,6,"Obecní zastupitelstvo schvaluje výši vodného pro rok 2012 ve výši Kč 5,-/ m3.",
15009,15,2012-03-03,návrh vnitřní směrnice o inventarizaci majetku obce Vlkanov,7,Obecní zastupitelstvo schvaluje předloženou vnitřní směrnici o inventarizaci majetku obce Vlkanov.,
15010,15,2012-03-03,návrh na odkoupení pozemků č. parC. 861/4 a 561/7 - ostatní plocha v k.ú. Vlkanov - od Státního statku Jeneč. s.p. v likvidaci,8,"Obecní zastupitelstvo projevilo zájem o pozemky č. parc. 861/4 a 561/7 - ostatní plocha v k.ú. Vlkanov, které nabízí k prodeji Státní statek Jeneč za podmínky sdělení ceny výše uvedených pozemků.",
15011,15,2012-03-03,"projednání možnosti bezúplatného získání geografických dat pro potřeby obce - ortofotomapa Plzeňského kraje 2011, účelová katastrální mapa Plzeňského kraje",9,"Obecní zastupitelstvo neschvaluje nabídku bezúplatného získání geografických dat pro potřeby obce - ortofotomapa Plzeňského kraje 2011, účelová katastrální mapa PK.",
15012,15,2012-03-03,nabídka firmy PT trade na možné řešení veřejného osvětlení technologií LED,10,Obecní zastupitelstvo schvaluje oslovit firmu PT trade na možné řešení veřejného osvětlení technologií LED za účelem bezplatného vypracování nabídky a předvedení na místě.,
15013,15,2012-03-03,diskuse,11,"Obecní zastupitelstvo schvaluje ponechat původně rozdělené díly do konce roku, 2 nevyužité díly přidělit novým zájemcům. Dále vyzvat občany, aby si do 30.6.2012 podali žádosti na nové díly, podmínkou přidělení nového dílu jsou včas zaplacené poplatky za odpad. Díly budou losovány již v letošním roce za přítomnosti lesního hospodáře p. ing. Kulíka; kde se konkrétní díl nachází, bude občanům upřesněno až v příštím roce.",
