"group:id","option","vote_event:id","voter:id"
"ČSSD","PRO","452108","Muroň Jaroslav"
"ČSSD","PRO","452108","Nytrová Pavlína, Ing."
"Sdružení","PRO","452108","Pavlas Ivan, Ing."
"ČSSD","PRO","452108","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452108","Pobucký Michal, Bc. DiS."
"ČSSD","PRO","452108","Pobuda Vítězslav"
"KSČM","PRO","452108","Pospíšil Oldřich, Ing."
"Sdružení","PRO","452108","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452108","Rafaj Petr, Ing."
"KSČM","PRO","452108","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452108","Richtrová Eva, Ing."
"Sdružení","PROTI","452108","Roubal Vít, Ing."
"ČSSD","PRO","452108","Skotnica Petr"
"ČSSD","PRO","452108","Slezák Miroslav"
"NEZ","PRO","452108","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452108","Švejkovský Dalibor, Ing."
"Sdružení","PROTI","452108","Svoják Igor, Ing."
"Sdružení","PROTI","452108","Urban Ondřej, MUDr."
"ČSSD","PRO","452108","Velčovský Jiří"
"Sdružení","PRO","452108","Vojvodík Josef, Mgr."
"KSČM","PRO","452108","Vrba Ivan, Mgr."
"ČSSD","PRO","452108","Zaoral Jiří"
"ČSSD","PRO","452109","Adam Miroslav, MUDr."
"ČSSD","ZDRŽEL SE","452109","Chýlek Jaroslav, Ing."
"ČSSD","PRO","452109","Čudek Jiří, Ing."
"ČSSD","PRO","452109","Cvik Petr, Mgr."
"ČSSD","PRO","452109","Deutscher Karel"
"KSČM","PRO","452109","Dokoupil Miroslav, JUDr."
"Sdružení","ZDRŽEL SE","452109","Hájek Michal"
"Sdružení","ZDRŽEL SE","452109","Hartmann Petr, Ing."
"KSČM","PRO","452109","Holý Pavel"
"Sdružení","ZDRŽEL SE","452109","Hrabec Dalibor, Ing."
"NEZ","PRO","452109","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452109","Kocich Pavel, Ing."
"Sdružení","ZDRŽEL SE","452109","Konečná Martina, Ing."
"Sdružení","NEHLASOVAL","452109","Konůpka Petr, Ing."
"Sdružení","ZDRŽEL SE","452109","Koval Libor"
"ČSSD","PRO","452109","Kožušníková Jarmila, Mgr."
"Sdružení","ZDRŽEL SE","452109","Kučík Rafael, Ing."
"Sdružení","ZDRŽEL SE","452109","Merta Miroslav"
"ČSSD","PRO","452109","Muroň Jaroslav"
"ČSSD","PRO","452109","Nytrová Pavlína, Ing."
"Sdružení","PRO","452109","Pavlas Ivan, Ing."
"ČSSD","PRO","452109","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452109","Pobucký Michal, Bc. DiS."
"ČSSD","PRO","452109","Pobuda Vítězslav"
"KSČM","PRO","452109","Pospíšil Oldřich, Ing."
"Sdružení","PRO","452109","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452109","Rafaj Petr, Ing."
"KSČM","PRO","452109","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452109","Richtrová Eva, Ing."
"Sdružení","ZDRŽEL SE","452109","Roubal Vít, Ing."
"ČSSD","PRO","452109","Skotnica Petr"
"ČSSD","PRO","452109","Slezák Miroslav"
"NEZ","PRO","452109","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452109","Švejkovský Dalibor, Ing."
"Sdružení","NEHLASOVAL","452109","Svoják Igor, Ing."
"Sdružení","ZDRŽEL SE","452109","Urban Ondřej, MUDr."
"ČSSD","PRO","452109","Velčovský Jiří"
"Sdružení","PRO","452109","Vojvodík Josef, Mgr."
"KSČM","PRO","452109","Vrba Ivan, Mgr."
"ČSSD","PRO","452109","Zaoral Jiří"
"ČSSD","PRO","452110","Adam Miroslav, MUDr."
"ČSSD","PRO","452110","Chýlek Jaroslav, Ing."
"ČSSD","PRO","452110","Čudek Jiří, Ing."
"ČSSD","PRO","452110","Cvik Petr, Mgr."
"ČSSD","PRO","452110","Deutscher Karel"
"KSČM","PRO","452110","Dokoupil Miroslav, JUDr."
"Sdružení","PROTI","452110","Hájek Michal"
"Sdružení","PRO","452110","Hartmann Petr, Ing."
"KSČM","ZDRŽEL SE","452110","Holý Pavel"
"Sdružení","PRO","452110","Hrabec Dalibor, Ing."
"NEZ","PRO","452110","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452110","Kocich Pavel, Ing."
"Sdružení","PRO","452110","Konečná Martina, Ing."
"Sdružení","PRO","452110","Konůpka Petr, Ing."
"Sdružení","PRO","452110","Koval Libor"
"ČSSD","PRO","452110","Kožušníková Jarmila, Mgr."
"Sdružení","PROTI","452110","Kučík Rafael, Ing."
"Sdružení","PRO","452110","Merta Miroslav"
"ČSSD","PRO","452110","Muroň Jaroslav"
"ČSSD","PRO","452110","Nytrová Pavlína, Ing."
"Sdružení","PRO","452110","Pavlas Ivan, Ing."
"ČSSD","PRO","452110","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452110","Pobucký Michal, Bc. DiS."
"ČSSD","PRO","452110","Pobuda Vítězslav"
"KSČM","PRO","452110","Pospíšil Oldřich, Ing."
"Sdružení","ZDRŽEL SE","452110","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452110","Rafaj Petr, Ing."
"KSČM","PRO","452110","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452110","Richtrová Eva, Ing."
"Sdružení","PRO","452110","Roubal Vít, Ing."
"ČSSD","PRO","452110","Skotnica Petr"
"ČSSD","NEHLASOVAL","452110","Slezák Miroslav"
"NEZ","PRO","452110","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452110","Švejkovský Dalibor, Ing."
"Sdružení","NEHLASOVAL","452110","Svoják Igor, Ing."
"Sdružení","PROTI","452110","Urban Ondřej, MUDr."
"ČSSD","PRO","452110","Velčovský Jiří"
